month,package,degree,in_degree,out_degree,betweenness
2023-01,clearml,1,0,1,0.0
2023-01,streamlit,5,1,4,0.010989010989010988
2023-01,cryptography,2,2,0,0.010989010989010988
2023-01,apache-airflow,0,0,0,0.0
2023-01,starlette,1,0,1,0.0
2023-02,deepdiff,1,0,1,0.0
2023-02,pyarrow,3,3,0,0.027472527472527476
2023-02,tensorflow,0,0,0,0.0
2023-02,numpy,5,5,0,0.19230769230769232
2023-02,aiohttp,1,1,0,0.0
2023-02,jinja2,1,1,0,0.0
2023-02,snowflake-connector-python,4,1,3,0.04395604395604395
2023-02,waitress,1,1,0,0.0
2023-02,tqdm,0,0,0,0.0
2023-02,mlflow,5,0,5,0.19780219780219782
2023-02,clearml,1,0,1,0.0
2023-02,streamlit,5,1,4,0.010989010989010988
2023-02,cryptography,2,2,0,0.010989010989010988
2023-02,apache-airflow,0,0,0,0.0
2023-02,starlette,1,0,1,0.0
2023-03,deepdiff,1,0,1,0.0
2023-03,pyarrow,3,3,0,0.027472527472527476
2023-03,tensorflow,0,0,0,0.0
2023-03,numpy,5,5,0,0.19230769230769232
2023-03,aiohttp,1,1,0,0.0
2023-03,jinja2,1,1,0,0.0
2023-03,snowflake-connector-python,4,1,3,0.04395604395604395
2023-03,waitress,1,1,0,0.0
2023-03,tqdm,0,0,0,0.0
2023-03,mlflow,5,0,5,0.19780219780219782
2023-03,clearml,1,0,1,0.0
2023-03,streamlit,5,1,4,0.010989010989010988
2023-03,cryptography,2,2,0,0.010989010989010988
2023-03,apache-airflow,0,0,0,0.0
2023-03,starlette,1,0,1,0.0
2023-04,deepdiff,1,0,1,0.0
2023-04,flask,2,1,1,0.18333333333333332
2023-04,pyarrow,3,3,0,0.054166666666666675
2023-04,tensorflow,0,0,0,0.0
2023-04,numpy,5,5,0,0.2409722222222222
2023-04,aiohttp,1,1,0,0.0
2023-04,jinja2,2,2,0,0.1
2023-04,snowflake-connector-python,5,1,4,0.10694444444444444
2023-04,waitress,1,1,0,0.0
2023-04,tqdm,0,0,0,0.0
2023-04,mlflow,6,0,6,0.4145833333333333
2023-04,clearml,2,0,2,0.020833333333333332
2023-04,streamlit,5,1,4,0.007638888888888889
2023-04,cryptography,2,2,0,0.029166666666666664
2023-04,urllib3,2,2,0,0.009027777777777777
2023-04,apache-airflow,0,0,0,0.0
2023-04,starlette,1,0,1,0.0
2023-05,deepdiff,1,0,1,0.0
2023-05,flask,2,1,1,0.18333333333333332
2023-05,pyarrow,3,3,0,0.054166666666666675
2023-05,tensorflow,0,0,0,0.0
2023-05,numpy,5,5,0,0.2409722222222222
2023-05,aiohttp,1,1,0,0.0
2023-05,jinja2,2,2,0,0.1
2023-05,snowflake-connector-python,5,1,4,0.10694444444444444
2023-05,waitress,1,1,0,0.0
2023-05,tqdm,0,0,0,0.0
2023-05,mlflow,6,0,6,0.4145833333333333
2023-05,clearml,2,0,2,0.020833333333333332
2023-05,streamlit,5,1,4,0.007638888888888889
2023-05,cryptography,2,2,0,0.029166666666666664
2023-05,urllib3,2,2,0,0.009027777777777777
2023-05,apache-airflow,0,0,0,0.0
2023-05,starlette,1,0,1,0.0
2023-06,deepdiff,1,0,1,0.0
2023-06,pyarrow,3,3,0,0.027777777777777783
2023-06,tensorflow,0,0,0,0.0
2023-06,numpy,6,6,0,0.3261904761904762
2023-06,aiohttp,2,2,0,0.03015873015873016
2023-06,jinja2,0,0,0,0.0
2023-06,snowflake-connector-python,5,1,4,0.12063492063492064
2023-06,waitress,1,1,0,0.0
2023-06,tqdm,1,1,0,0.0
2023-06,mlflow,5,0,5,0.2063492063492063
2023-06,clearml,2,0,2,0.026984126984126985
2023-06,streamlit,5,1,4,0.013492063492063494
2023-06,cryptography,2,2,0,0.01507936507936508
2023-06,urllib3,2,2,0,0.010317460317460317
2023-06,apache-airflow,0,0,0,0.0
2023-06,vllm,3,0,3,0.12777777777777777
2023-07,deepdiff,1,0,1,0.0
2023-07,pyarrow,3,3,0,0.027777777777777783
2023-07,tensorflow,0,0,0,0.0
2023-07,numpy,6,6,0,0.3261904761904762
2023-07,aiohttp,2,2,0,0.03015873015873016
2023-07,jinja2,0,0,0,0.0
2023-07,snowflake-connector-python,5,1,4,0.12063492063492064
2023-07,waitress,1,1,0,0.0
2023-07,tqdm,1,1,0,0.0
2023-07,mlflow,5,0,5,0.2063492063492063
2023-07,clearml,2,0,2,0.026984126984126985
2023-07,streamlit,5,1,4,0.013492063492063494
2023-07,cryptography,2,2,0,0.01507936507936508
2023-07,urllib3,2,2,0,0.010317460317460317
2023-07,apache-airflow,0,0,0,0.0
2023-07,vllm,3,0,3,0.12777777777777777
2023-08,deepdiff,1,0,1,0.0
2023-08,pyarrow,3,3,0,0.02430555555555556
2023-08,tensorflow,0,0,0,0.0
2023-08,numpy,6,6,0,0.28541666666666665
2023-08,aiohttp,2,2,0,0.02638888888888889
2023-08,jinja2,0,0,0,0.0
2023-08,snowflake-connector-python,5,1,4,0.10555555555555556
2023-08,waitress,1,1,0,0.0
2023-08,tqdm,1,1,0,0.0
2023-08,mlflow,5,0,5,0.1805555555555555
2023-08,clearml,2,0,2,0.023611111111111107
2023-08,streamlit,5,1,4,0.011805555555555555
2023-08,cryptography,2,2,0,0.013194444444444444
2023-08,urllib3,2,2,0,0.009027777777777777
2023-08,apache-airflow,0,0,0,0.0
2023-08,vllm,3,0,3,0.11180555555555553
2023-08,llama-index,0,0,0,0.0
2023-09,deepdiff,1,0,1,0.0
2023-09,pyarrow,3,3,0,0.02430555555555556
2023-09,tensorflow,0,0,0,0.0
2023-09,numpy,6,6,0,0.28541666666666665
2023-09,aiohttp,2,2,0,0.02638888888888889
2023-09,jinja2,0,0,0,0.0
2023-09,snowflake-connector-python,5,1,4,0.10555555555555556
2023-09,waitress,1,1,0,0.0
2023-09,tqdm,1,1,0,0.0
2023-09,mlflow,5,0,5,0.1805555555555555
2023-09,clearml,2,0,2,0.023611111111111107
2023-09,streamlit,5,1,4,0.011805555555555555
2023-09,cryptography,2,2,0,0.013194444444444444
2023-09,urllib3,2,2,0,0.009027777777777777
2023-09,apache-airflow,0,0,0,0.0
2023-09,vllm,3,0,3,0.11180555555555553
2023-09,llama-index,0,0,0,0.0
2023-10,pyarrow,3,3,0,0.026143790849673203
2023-10,tensorflow,0,0,0,0.0
2023-10,langchain,1,1,0,0.0
2023-10,tqdm,1,1,0,0.0
2023-10,clearml,2,0,2,0.026688453159041392
2023-10,streamlit,5,1,4,0.013616557734204794
2023-10,cryptography,2,2,0,0.014161220043572988
2023-10,apache-airflow,0,0,0,0.0
2023-10,llama-index,0,0,0,0.0
2023-10,waitress,1,1,0,0.0
2023-10,vllm,3,0,3,0.11383442265795209
2023-10,numpy,7,7,0,0.4221132897603487
2023-10,aiohttp,2,2,0,0.027233115468409584
2023-10,jinja2,1,1,0,0.0
2023-10,mlflow,6,0,6,0.2636165577342048
2023-10,gradio,2,0,2,0.09150326797385622
2023-10,urllib3,2,2,0,0.007080610021786492
2023-10,snowflake-connector-python,5,1,4,0.105119825708061
2023-10,deepdiff,1,0,1,0.0
2023-11,pyarrow,4,4,0,0.026825396825396825
2023-11,tensorflow,0,0,0,0.0
2023-11,langchain,1,1,0,0.0
2023-11,tqdm,1,1,0,0.0
2023-11,clearml,1,0,1,0.0
2023-11,streamlit,5,1,4,0.008333333333333335
2023-11,cryptography,2,2,0,0.005555555555555556
2023-11,apache-airflow,0,0,0,0.0
2023-11,llama-index,0,0,0,0.0
2023-11,cbor2,1,1,0,0.0
2023-11,ray,4,1,4,0.03960317460317461
2023-11,waitress,1,1,0,0.0
2023-11,vllm,5,1,5,0.16999999999999998
2023-11,numpy,10,10,0,0.4976190476190477
2023-11,aiohttp,3,3,0,0.03190476190476191
2023-11,jinja2,1,1,0,0.0
2023-11,mlflow,6,0,6,0.21944444444444441
2023-11,gradio,2,0,2,0.08095238095238096
2023-11,snowflake-connector-python,4,1,3,0.03880952380952382
2023-11,deepdiff,1,0,1,0.0
2023-11,qiskit,3,1,2,0.0
2023-11,keras,1,0,1,0.0
2023-12,pyarrow,4,4,0,0.01884147598433313
2023-12,tensorflow,1,1,0,0.0
2023-12,tqdm,2,2,0,0.0
2023-12,clearml,1,0,1,0.0
2023-12,streamlit,5,1,4,0.006277056277056278
2023-12,cryptography,3,3,0,0.027829313543599254
2023-12,apache-airflow,0,0,0,0.0
2023-12,llama-index,0,0,0,0.0
2023-12,cbor2,1,1,0,0.0
2023-12,ray,5,2,4,0.05472067614924757
2023-12,waitress,1,1,0,0.0
2023-12,vllm,6,1,6,0.1326221397649969
2023-12,numpy,11,11,0,0.43975468975468973
2023-12,aiohttp,4,4,0,0.05266955266955266
2023-12,jinja2,3,3,0,0.036229643372500515
2023-12,mlflow,5,0,5,0.13694083694083697
2023-12,gradio,2,0,2,0.01690373118944547
2023-12,snowflake-connector-python,4,1,3,0.04065141207998351
2023-12,deepdiff,1,0,1,0.0
2023-12,qiskit,3,1,2,0.0
2023-12,transformers,7,1,6,0.16998556998556996
2023-12,homeassistant,3,0,3,0.02674706246134818
2023-12,keras,2,1,1,0.0
2024-01,pyarrow,5,5,0,0.03364102564102563
2024-01,tensorflow,0,0,0,0.0
2024-01,tqdm,1,1,0,0.0
2024-01,clearml,3,0,3,0.027384615384615393
2024-01,streamlit,7,1,6,0.06794871794871794
2024-01,cryptography,2,2,0,0.004410256410256411
2024-01,apache-airflow,0,0,0,0.0
2024-01,llama-index,0,0,0,0.0
2024-01,cbor2,1,1,0,0.0
2024-01,ray,4,1,4,0.01938461538461539
2024-01,waitress,1,1,0,0.0
2024-01,vllm,6,1,6,0.1404102564102564
2024-01,pillow,7,6,1,0.09389743589743589
2024-01,numpy,11,11,0,0.33410256410256406
2024-01,langchain-core,0,0,0,0.0
2024-01,aiohttp,3,3,0,0.014974358974358974
2024-01,jinja2,1,1,0,0.0
2024-01,mlflow,5,0,5,0.10256410256410259
2024-01,gradio,3,0,3,0.06307692307692307
2024-01,urllib3,2,2,0,0.0025641025641025637
2024-01,snowflake-connector-python,5,1,4,0.0617948717948718
2024-01,embedchain,0,0,0,0.0
2024-01,deepdiff,1,0,1,0.0
2024-01,qiskit,4,1,3,0.0015384615384615382
2024-01,gitpython,1,1,0,0.0
2024-01,keras,1,0,1,0.0
2024-01,paddlepaddle,2,0,2,0.0015384615384615382
2024-02,pyarrow,3,3,0,0.010769230769230769
2024-02,tensorflow,0,0,0,0.0
2024-02,tqdm,1,1,0,0.0
2024-02,clearml,2,0,2,0.022564102564102562
2024-02,cryptography,2,2,0,0.00358974358974359
2024-02,apache-airflow,0,0,0,0.0
2024-02,llama-index,0,0,0,0.0
2024-02,python-multipart,1,1,0,0.0
2024-02,cbor2,1,1,0,0.0
2024-02,ray,3,1,3,0.020256410256410267
2024-02,waitress,1,1,0,0.0
2024-02,onnx,1,0,1,0.0
2024-02,vllm,4,1,4,0.11384615384615385
2024-02,numpy,11,11,0,0.473076923076923
2024-02,langchain-core,1,1,0,0.0
2024-02,jinja2,1,1,0,0.0
2024-02,mlflow,4,0,4,0.09358974358974362
2024-02,gradio,4,0,4,0.13846153846153847
2024-02,orjson,2,2,0,0.004615384615384615
2024-02,urllib3,2,2,0,0.003333333333333333
2024-02,snowflake-connector-python,4,0,4,0.06974358974358975
2024-02,weasyprint,0,0,0,0.0
2024-02,deepdiff,2,0,2,0.024615384615384615
2024-02,qiskit,3,1,2,0.0
2024-02,langchain-experimental,1,0,1,0.0
2024-02,keras,1,0,1,0.0
2024-02,paddlepaddle,1,0,1,0.0
2024-03,pyarrow,3,3,0,0.01383399209486166
2024-03,tensorflow,0,0,0,0.0
2024-03,tqdm,1,1,0,0.0
2024-03,clearml,2,0,2,0.023056653491436097
2024-03,cryptography,2,2,0,0.00461133069828722
2024-03,apache-airflow,0,0,0,0.0
2024-03,llama-index,0,0,0,0.0
2024-03,ray,3,1,3,0.019433465085639003
2024-03,waitress,1,1,0,0.0
2024-03,onnx,1,0,1,0.0
2024-03,vllm,3,1,3,0.06324110671936758
2024-03,numpy,11,11,0,0.43972332015810267
2024-03,langchain-core,0,0,0,0.0
2024-03,jinja2,1,1,0,0.0
2024-03,mlflow,4,0,4,0.099802371541502
2024-03,gradio,2,0,2,0.06324110671936758
2024-03,urllib3,2,2,0,0.004281949934123846
2024-03,snowflake-connector-python,4,0,4,0.07509881422924901
2024-03,weasyprint,0,0,0,0.0
2024-03,deepdiff,1,0,1,0.0
2024-03,qiskit,3,1,2,0.0
2024-03,black,0,0,0,0.0
2024-03,keras,1,0,1,0.0
2024-03,paddlepaddle,1,0,1,0.0
2024-04,pyarrow,4,4,0,0.05769497169497169
2024-04,tensorflow,0,0,0,0.0
2024-04,tqdm,1,1,0,0.0
2024-04,clearml,3,0,3,0.031324009324009326
2024-04,cryptography,3,3,0,0.018053946053946054
2024-04,litellm,5,0,5,0.04066799866799866
2024-04,apache-airflow,0,0,0,0.0
2024-04,llama-index,0,0,0,0.0
2024-04,ray,4,1,4,0.01541058941058941
2024-04,waitress,1,1,0,0.0
2024-04,vllm,5,1,5,0.0897915417915418
2024-04,pillow,7,6,1,0.1188438228438228
2024-04,numpy,10,10,0,0.30992007992007986
2024-04,langchain-core,0,0,0,0.0
2024-04,aiohttp,4,4,0,0.03692307692307691
2024-04,jinja2,2,2,0,0.008307692307692308
2024-04,gunicorn,2,2,0,0.0
2024-04,mlflow,8,1,7,0.22833499833499835
2024-04,gradio,3,0,3,0.041384615384615374
2024-04,urllib3,2,2,0,0.0025641025641025637
2024-04,snowflake-connector-python,4,0,4,0.05493240093240094
2024-04,weasyprint,1,0,1,0.0
2024-04,deepdiff,1,0,1,0.0
2024-04,qiskit,4,1,3,0.0036923076923076922
2024-04,flask-cors,1,1,0,0.0
2024-04,keras,1,0,1,0.0
2024-04,paddlepaddle,2,0,2,0.0036923076923076922
2024-05,pyarrow,3,3,0,0.011487179487179486
2024-05,tensorflow,1,1,0,0.0
2024-05,tqdm,3,2,1,0.0038461538461538464
2024-05,clearml,3,0,3,0.007362637362637364
2024-05,cryptography,3,3,0,0.00882051282051282
2024-05,litellm,3,0,3,0.010871794871794871
2024-05,apache-airflow,1,1,0,0.0
2024-05,llama-index,0,0,0,0.0
2024-05,ray,4,1,4,0.01802930402930403
2024-05,waitress,1,1,0,0.0
2024-05,sagemaker,9,0,9,0.24887912087912084
2024-05,vllm,4,1,4,0.01197802197802198
2024-05,numpy,12,12,0,0.40417582417582426
2024-05,langchain-core,1,1,0,0.0
2024-05,jinja2,3,3,0,0.020183150183150183
2024-05,mlflow,7,2,5,0.2275897435897436
2024-05,gradio,2,0,2,0.011384615384615385
2024-05,urllib3,4,4,0,0.009846153846153845
2024-05,snowflake-connector-python,5,0,5,0.05243956043956045
2024-05,weasyprint,0,0,0,0.0
2024-05,deepdiff,2,1,1,0.0
2024-05,qiskit,3,1,2,0.0
2024-05,langchain-community,3,0,3,0.07326007326007325
2024-05,flask-cors,1,1,0,0.0
2024-05,requests,8,7,1,0.08600000000000001
2024-05,keras,1,0,1,0.0
2024-05,paddlepaddle,1,0,1,0.0
2024-06,pyarrow,3,3,0,0.01129032258064516
2024-06,tensorflow,0,0,0,0.0
2024-06,langchain,3,1,2,0.028934971838197647
2024-06,clearml,2,0,2,0.01935483870967742
2024-06,tornado,0,0,0,0.0
2024-06,cryptography,5,5,0,0.07850486431131593
2024-06,litellm,4,0,4,0.03278545826932922
2024-06,apache-airflow,1,0,1,0.0
2024-06,llama-index,1,0,1,0.0
2024-06,ray,3,1,3,0.011541218637992833
2024-06,waitress,1,1,0,0.0
2024-06,onnx,2,1,1,0.0
2024-06,lightning,2,0,2,0.0
2024-06,vllm,2,1,2,0.0
2024-06,numpy,15,15,0,0.6011725550435228
2024-06,langchain-core,3,3,0,0.0048079877112135174
2024-06,jinja2,2,2,0,0.0032258064516129032
2024-06,mlflow,6,1,5,0.19392217101894518
2024-06,gradio,3,0,3,0.10681003584229391
2024-06,nltk,2,1,1,0.05806451612903226
2024-06,urllib3,2,2,0,0.0028673835125448033
2024-06,snowflake-connector-python,4,0,4,0.0764362519201229
2024-06,weasyprint,0,0,0,0.0
2024-06,deepdiff,1,0,1,0.0
2024-06,azure-identity,2,1,1,0.0
2024-06,qiskit,3,1,2,0.0
2024-06,langchain-community,4,2,2,0.10469022017409113
2024-06,langchain-experimental,2,0,2,0.0
2024-06,authlib,3,2,1,0.06129032258064516
2024-06,keras,1,0,1,0.0
2024-06,paddlepaddle,1,0,1,0.0
2024-06,skops,1,0,1,0.0
2024-07,sentry-sdk,3,0,3,0.015152851263962375
2024-07,pyarrow,3,3,0,0.007863021751910641
2024-07,tensorflow,0,0,0,0.0
2024-07,clearml,2,0,2,0.02251826656588561
2024-07,cryptography,3,3,0,0.00720164609053498
2024-07,litellm,5,1,4,0.043843957336020825
2024-07,apache-airflow,0,0,0,0.0
2024-07,llama-index,1,0,1,0.0
2024-07,ray,4,1,4,0.02914672041656167
2024-07,waitress,1,1,0,0.0
2024-07,onnx,2,1,1,0.0
2024-07,lightning,2,0,2,0.0
2024-07,vllm,3,1,3,0.011745191903922063
2024-07,numpy,15,15,0,0.5784685479129923
2024-07,langchain-core,1,1,0,0.0
2024-07,aiohttp,6,6,0,0.07168682287729905
2024-07,jinja2,2,2,0,0.0067019400352733675
2024-07,mlflow,6,1,5,0.15072436381960191
2024-07,gradio,2,0,2,0.03571428571428571
2024-07,nltk,2,1,1,0.06349206349206349
2024-07,urllib3,3,3,0,0.018522717729066947
2024-07,snowflake-connector-python,4,0,4,0.06303854875283443
2024-07,weasyprint,0,0,0,0.0
2024-07,deepdiff,1,0,1,0.0
2024-07,qiskit,3,1,2,0.0
2024-07,langchain-community,3,0,3,0.0752372553959856
2024-07,keras,1,0,1,0.0
2024-07,paddlepaddle,1,0,1,0.0
2024-07,skops,1,0,1,0.0
2024-08,tensorflow,0,0,0,0.0
2024-08,clearml,2,0,2,0.024777691444358114
2024-08,cryptography,4,4,0,0.03191253191253192
2024-08,litellm,4,0,4,0.029440929440929447
2024-08,open-webui,4,0,4,0.029345962679296008
2024-08,apache-airflow,0,0,0,0.0
2024-08,llama-index,1,0,1,0.0
2024-08,ray,3,1,3,0.007192807192807193
2024-08,waitress,1,1,0,0.0
2024-08,onnx,1,0,1,0.0
2024-08,vllm,3,1,3,0.007192807192807193
2024-08,numpy,14,14,0,0.5557417890751225
2024-08,langchain-core,1,1,0,0.0
2024-08,aiohttp,6,6,0,0.058024691358024696
2024-08,jinja2,2,2,0,0.004368471035137701
2024-08,mlflow,6,1,5,0.17585500918834251
2024-08,gradio,2,0,2,0.03751187084520419
2024-08,nltk,3,2,1,0.07834757834757836
2024-08,urllib3,2,2,0,0.0023741690408357074
2024-08,snowflake-connector-python,3,0,3,0.05186048519381852
2024-08,weasyprint,0,0,0,0.0
2024-08,deepdiff,1,0,1,0.0
2024-08,qiskit,3,1,2,0.0
2024-08,langchain-community,4,1,3,0.08554038554038555
2024-08,flask-cors,1,1,0,0.0
2024-08,keras,1,0,1,0.0
2024-08,paddlepaddle,1,0,1,0.0
2024-08,skops,1,0,1,0.0
2024-09,tensorflow,0,0,0,0.0
2024-09,clearml,2,0,2,0.025252525252525252
2024-09,cryptography,4,4,0,0.028113861447194778
2024-09,litellm,4,0,4,0.0302956302956303
2024-09,open-webui,4,0,4,0.035043968377301705
2024-09,apache-airflow,0,0,0,0.0
2024-09,llama-index,1,0,1,0.0
2024-09,ray,4,1,4,0.04057362390695724
2024-09,waitress,1,1,0,0.0
2024-09,vllm,3,1,3,0.006385589718923052
2024-09,numpy,13,13,0,0.5244977244977246
2024-09,langchain-core,2,2,0,0.0
2024-09,aiohttp,6,6,0,0.0660968660968661
2024-09,jinja2,3,3,0,0.011396011396011397
