package,cve,cwes,severity,first_affected_version,first_affected_date,disclosed_date,mitigation_version,mitigation_date,disclosure_lag_days,time_to_fix_from_first_days,time_to_fix_from_disclosure_days,fix_semver_type
yt-dlp,CVE-2024-22423,,high,2021.4.11,2021-04-11,2024-04-10,2024.4.9,2024-04-09,1095.0,1094.0,-1.0,major
aiomysql,CVE-2025-62611,,high,0,,2025-10-22,0.3.0,2025-10-21,,,-1.0,minor
eventlet,CVE-2023-29483,,moderate,0,,2024-04-11,0.35.2,2024-02-21,,,-50.0,minor
eventlet,CVE-2025-58068,,moderate,0,,2025-08-29,0.40.3,2025-08-27,,,-2.0,minor
apache-airflow-providers-ftp,CVE-2024-29733,,low,0,,2024-04-21,3.7.0,2023-12-12,,,-131.0,major
llama-index,CVE-2024-23751,,critical,0,,2024-01-22,,,,,,
llama-index,CVE-2023-39662,,critical,0,,2023-08-15,0.9.14,2023-12-11,,,118.0,minor
llama-index,CVE-2025-6211,,moderate,0,,2025-07-10,0.12.41,2025-06-07,,,-33.0,minor
llama-index,CVE-2025-1752,,high,0.12.15,2025-01-31,2025-05-10,0.12.21,2025-02-28,99.0,28.0,-71.0,patch
llama-index,CVE-2024-12704,,high,0,,2025-03-20,0.12.6,2024-12-18,,,-92.0,minor
llama-index,CVE-2024-12911,,high,0,,2025-03-20,0.12.3,2024-12-06,,,-104.0,minor
llama-index,CVE-2024-12910,,moderate,0,,2025-03-20,0.12.9,2024-12-31,,,-79.0,minor
llama-index,CVE-2024-4181,,high,0,,2024-05-16,0.10.13,2024-02-26,,,-80.0,minor
llama-index,CVE-2025-7707,,high,0,,2025-10-13,0.13.0,2025-07-31,,,-74.0,minor
llama-index,CVE-2025-1793,,critical,0,,2025-06-05,0.12.28,2025-04-02,,,-64.0,minor
prefect,CVE-2023-6022,,high,2.0.0,2022-07-27,2023-11-16,2.16.5,2024-03-21,477.0,603.0,126.0,minor
prefect,CVE-2024-8183,,high,0,,2025-03-20,3.0.3,2024-09-20,,,-181.0,major
waitress,CVE-2024-49769,,high,0,,2024-10-29,3.0.1,2024-10-29,,,0.0,major
waitress,CVE-2024-49768,,critical,2.0.0,2021-03-08,2024-10-29,3.0.1,2024-10-29,1331.0,1331.0,0.0,major
lxml-html-clean,CVE-2024-52595,,high,0,,2024-11-19,0.4.0,2024-11-14,,,-5.0,minor
opencv-contrib-python,,,high,0,,2024-08-30,4.8.1.78,2023-09-28,,,-337.0,major
configobj,CVE-2023-26112,,low,0,,2023-04-03,5.0.9,2024-09-21,,,537.0,major
cadwyn,CVE-2025-53528,,high,0,,2025-07-21,5.4.3,2025-07-05,,,-16.0,major
cadwyn,CVE-2025-53528,,unknown,0,,2025-07-21,5.4.3,2025-07-05,,,-16.0,major
fiona,,,high,0,,2024-07-16,1.10b2,2024-07-11,,,-5.0,major
fiona,,,critical,0,,2024-07-16,1.10b1,2024-04-16,,,-91.0,major
dash,CVE-2024-21485,,moderate,0,,2024-02-02,2.15.0,2024-01-31,,,-2.0,major
webob,CVE-2024-42353,,moderate,0,,2024-08-14,1.8.8,2024-08-14,,,0.0,major
xgrammar,CVE-2025-32381,,moderate,0,,2025-04-09,0.1.18,2025-04-08,,,-1.0,minor
xgrammar,CVE-2025-57809,,high,0,,2025-08-25,0.1.21,2025-07-10,,,-46.0,minor
xgrammar,CVE-2025-58446,,moderate,0.1.23,2025-08-15,2025-09-05,0.1.24,2025-09-04,21.0,20.0,-1.0,patch
lightning,CVE-2024-5452,,critical,0,,2024-06-06,2.3.3,2024-07-08,,,32.0,major
lightning,CVE-2024-5980,,critical,0,,2024-06-27,2.3.3,2024-07-08,,,11.0,major
vllm,CVE-2025-6242,,high,0.5.0,2024-06-11,2025-10-07,0.11.0,2025-10-04,483.0,480.0,-3.0,minor
vllm,CVE-2025-46570,,low,0,,2025-05-28,0.9.0,2025-05-28,,,0.0,minor
vllm,CVE-2024-11041,,critical,0,,2025-03-20,,,,,,
vllm,CVE-2025-61620,,moderate,0.5.1,2024-07-06,2025-10-07,0.11.0,2025-10-04,458.0,455.0,-3.0,minor
vllm,CVE-2025-48942,,moderate,0.8.0,2025-03-18,2025-05-28,0.9.0,2025-05-28,71.0,71.0,0.0,minor
vllm,CVE-2025-9141,,high,0.10.0,2025-07-25,2025-08-21,0.10.1.1,2025-08-20,27.0,26.0,-1.0,patch
vllm,CVE-2025-30202,,high,0.5.2,2024-07-15,2025-04-29,0.8.5,2025-04-28,288.0,287.0,-1.0,minor
vllm,CVE-2025-48943,,moderate,0.8.0,2025-03-18,2025-05-28,0.9.0,2025-05-28,71.0,71.0,0.0,minor
vllm,CVE-2025-30165,,high,0.5.2,2024-07-15,2025-05-06,,,295.0,,,
vllm,CVE-2025-46722,,moderate,0.7.0,2025-01-27,2025-05-28,0.9.0,2025-05-28,121.0,121.0,0.0,minor
vllm,CVE-2024-9053,,critical,0,,2025-03-20,,,,,,
vllm,,,critical,0,,2025-04-23,0.8.0,2025-03-18,,,-36.0,minor
vllm,,,moderate,0.6.5,2024-12-18,2025-04-15,0.8.4,2025-04-15,118.0,118.0,0.0,minor
vllm,CVE-2025-32444,,critical,0.6.5,2024-12-18,2025-04-29,0.8.5,2025-04-28,132.0,131.0,-1.0,minor
vllm,CVE-2025-47277,,critical,0.6.5,2024-12-18,2025-05-20,0.8.5,2025-04-28,153.0,131.0,-22.0,minor
vllm,,,moderate,0.6.3,2024-10-14,2025-05-28,0.9.0,2025-05-28,226.0,226.0,0.0,minor
vllm,CVE-2025-29770,,moderate,0,,2025-03-19,0.8.0,2025-03-18,,,-1.0,minor
vllm,CVE-2024-9052,,critical,0,,2025-03-20,,,,,,
vllm,CVE-2025-24357,,high,0,,2025-01-27,0.7.0,2025-01-27,,,0.0,minor
vllm,CVE-2025-25183,,low,0,,2025-02-06,0.7.2,2025-02-06,,,0.0,minor
vllm,CVE-2025-48956,,high,0.1.0,2023-06-20,2025-08-21,0.10.1.1,2025-08-20,793.0,792.0,-1.0,minor
vllm,CVE-2025-46560,,moderate,0.8.0,2025-03-18,2025-04-29,0.8.5,2025-04-28,42.0,41.0,-1.0,patch
vllm,CVE-2025-48944,,moderate,0.8.0,2025-03-18,2025-05-28,0.9.0,2025-05-28,71.0,71.0,0.0,minor
vllm,CVE-2024-8768,,high,0,,2024-09-17,0.5.5,2024-08-23,,,-25.0,minor
vllm,CVE-2025-48887,,moderate,0.6.4,2024-11-15,2025-05-28,0.9.0,2025-05-28,194.0,194.0,0.0,minor
vllm,CVE-2024-8939,,moderate,0,,2024-09-17,,,,,,
vllm,CVE-2025-59425,,high,0,,2025-10-07,0.11.0,2025-10-04,,,-3.0,minor
vllm,CVE-2025-29783,,critical,0.6.5,2024-12-18,2025-03-19,0.8.0,2025-03-18,91.0,90.0,-1.0,minor
llama-index-core,CVE-2025-6209,,high,0.11.23,2024-11-12,2025-07-07,0.12.41,2025-06-07,237.0,207.0,-30.0,minor
llama-index-core,CVE-2025-5472,,moderate,0,,2025-07-07,0.12.38,2025-05-29,,,-39.0,minor
llama-index-core,CVE-2025-5302,,high,0,,2025-08-26,0.12.38,2025-05-29,,,-89.0,minor
llama-index-core,CVE-2025-7647,,high,0,,2025-09-27,0.13.0,2025-07-30,,,-59.0,minor
llama-index-core,CVE-2024-45201,,critical,0,,2024-08-22,0.10.38,2024-05-22,,,-92.0,minor
llama-index-core,CVE-2025-3108,,moderate,0.11.15,2024-10-02,2025-07-07,0.12.41,2025-06-07,278.0,248.0,-30.0,minor
llama-index-core,CVE-2024-3271,,critical,0,,2024-04-16,0.10.24,2024-03-26,,,-21.0,minor
llama-index-core,CVE-2024-3098,,critical,0,,2024-04-10,0.10.24,2024-03-26,,,-15.0,minor
num2words,,,critical,0.5.15,,2025-07-31,,,,,,
num2words,,,unknown,,,2025-08-06,,,,,,
num2words,,,unknown,,,2025-07-31,,,,,,
pyinstaller,CVE-2023-49797,,high,0,,2023-12-09,5.13.1,2023-08-26,,,-105.0,major
pyinstaller,CVE-2025-59042,,high,0,,2025-09-10,6.0.0,2023-09-22,,,-719.0,major
djangorestframework-simplejwt,CVE-2024-22513,,low,0,,2024-03-16,5.5.1,2025-07-21,,,492.0,major
scapy,,,moderate,0,,2025-10-22,,,,,,
scrapy,,,moderate,0,,2024-05-14,2.11.2,2024-05-14,,,0.0,major
scrapy,CVE-2025-6176,,high,0,,2025-10-31,,,,,,
scrapy,CVE-2024-1968,,moderate,0,,2024-05-14,2.11.2,2024-05-14,,,0.0,major
scrapy,CVE-2024-3572,,high,0,,2024-02-16,2.11.1,2024-02-14,,,-2.0,major
scrapy,CVE-2024-1892,,high,0,,2024-02-15,2.11.1,2024-02-14,,,-1.0,major
scrapy,CVE-2024-3574,,high,0,,2024-02-15,2.11.1,2024-02-14,,,-1.0,major
scrapy,,,moderate,0,,2024-05-14,2.11.2,2024-05-14,,,0.0,major
unstructured,CVE-2024-46455,,moderate,0,,2024-12-09,0.14.3,2024-05-29,,,-194.0,minor
python-ldap,CVE-2025-61912,,moderate,0,,2025-10-10,3.4.5,2025-10-10,,,0.0,major
python-ldap,CVE-2025-61911,,moderate,0,,2025-10-10,3.4.5,2025-10-10,,,0.0,major
dagster,CVE-2025-51481,,moderate,0,,2025-07-22,1.10.16,2025-05-22,,,-61.0,major
dagster,CVE-2023-51232,,moderate,0,,2025-07-07,1.5.11,2023-12-07,,,-578.0,major
astropy,CVE-2023-41334,,high,0,,2024-03-18,5.3.3,2023-09-07,,,-193.0,major
strawberry-graphql,CVE-2025-22151,,low,0.182.0,2023-06-06,2025-01-09,0.257.0,2025-01-09,583.0,583.0,0.0,minor
strawberry-graphql,CVE-2024-47082,,moderate,0,,2024-09-25,0.243.0,2024-09-25,,,0.0,minor
langchain-experimental,CVE-2024-21513,,critical,0,,2024-07-15,0.0.21,2023-09-25,,,-294.0,patch
langchain-experimental,CVE-2024-46946,,critical,0.1.17,,2024-09-19,,,,,,
langchain-experimental,CVE-2024-27444,,critical,0,,2024-02-26,0.0.52,2024-02-19,,,-7.0,patch
langchain-experimental,CVE-2024-38459,,high,0,,2024-06-16,0.0.61,2024-06-14,,,-2.0,patch
asteval,CVE-2025-24359,,high,0,,2025-01-24,1.0.6,2025-01-19,,,-5.0,major
asteval,,,high,0,,2025-01-23,1.0.6,2025-01-19,,,-4.0,major
eth-abi,,,moderate,0,,2024-03-05,5.0.1,2024-03-04,,,-1.0,major
eth-abi,,,moderate,0,,2023-11-24,4.2.0,2023-08-28,,,-88.0,major
social-auth-app-django,CVE-2024-32879,,moderate,0,,2024-04-24,5.4.1,2024-04-24,,,0.0,major
social-auth-app-django,CVE-2025-61783,,moderate,0,,2025-10-09,5.6.0,2025-10-09,,,0.0,major
xhtml2pdf,CVE-2024-25885,,moderate,0,,2024-10-08,,,,,,
mammoth,CVE-2025-11849,,moderate,0.3.25,2015-12-10,2025-10-17,1.11.0,2025-09-19,3599.0,3571.0,-28.0,major
llama-index-cli,CVE-2025-1753,,high,0,,2025-05-28,0.4.1,2025-02-27,,,-90.0,minor
check-jsonschema,CVE-2024-53848,,moderate,0,,2024-12-02,0.30.0,2024-11-29,,,-3.0,minor
luigi,CVE-2024-21542,,high,0,,2024-12-10,3.6.0,2024-12-06,,,-4.0,major
luigi,CVE-2024-21542,,unknown,0,,2024-12-10,3.6.0,2024-12-06,,,-4.0,major
pdoc,CVE-2024-38526,,high,0,,2024-06-25,14.5.1,2024-06-25,,,0.0,major
dash-core-components,CVE-2024-21485,,moderate,0,,2024-02-02,2.0.0,2021-09-03,,,-882.0,major
sglang,CVE-2025-10164,,moderate,0,,2025-09-09,0.5.4,2025-10-24,,,45.0,minor
dash-html-components,CVE-2024-21485,,moderate,0,,2024-02-02,2.0.0,2021-09-03,,,-882.0,major
open-webui,CVE-2024-7033,,moderate,0,,2025-03-20,,,,,,
open-webui,CVE-2024-7053,,high,0,,2025-03-20,,,,,,
open-webui,CVE-2024-7037,,moderate,0,,2024-10-09,,,,,,
open-webui,,,high,0,,2025-03-20,,,,,,
open-webui,CVE-2024-6706,,moderate,0,,2024-08-08,,,,,,
open-webui,CVE-2024-7983,,high,0,,2025-03-20,,,,,,
open-webui,,,high,0,,2025-03-20,0.4.7,2024-12-01,,,-109.0,minor
open-webui,CVE-2024-7806,,high,0,,2025-03-20,0.3.33,2024-10-24,,,-147.0,minor
open-webui,CVE-2024-8053,,high,0,,2025-03-20,,,,,,
open-webui,CVE-2024-7045,,moderate,0,,2025-03-20,,,,,,
open-webui,CVE-2024-12537,,high,0,,2025-03-20,,,,,,
open-webui,CVE-2024-7034,,moderate,0,,2025-03-20,,,,,,
open-webui,CVE-2024-8060,,high,0,,2025-03-20,0.5.17,2025-02-27,,,-21.0,minor
open-webui,CVE-2024-12534,,high,0,,2025-03-20,,,,,,
open-webui,CVE-2024-7990,,high,0,,2025-03-20,,,,,,
open-webui,CVE-2024-7046,,moderate,0,,2025-03-20,,,,,,
open-webui,CVE-2024-7044,,moderate,0,,2025-03-20,,,,,,
open-webui,CVE-2024-7043,,high,0,,2025-03-20,,,,,,
open-webui,CVE-2024-7038,,low,0,,2024-10-09,,,,,,
open-webui,CVE-2024-7035,,moderate,0,,2025-03-20,,,,,,
open-webui,CVE-2024-7039,,high,0,,2025-03-20,,,,,,
open-webui,,,high,0,,2025-03-20,,,,,,
open-webui,CVE-2024-7036,,high,0,,2025-03-20,,,,,,
open-webui,CVE-2024-7959,,high,0,,2025-03-20,,,,,,
open-webui,CVE-2024-7041,,moderate,0,,2024-10-09,,,,,,
paddlepaddle,CVE-2023-52313,,moderate,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2024-0818,,critical,0,,2024-03-07,,,,,,
paddlepaddle,CVE-2023-52303,,moderate,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2023-52314,,critical,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2023-52304,,high,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2023-52302,,moderate,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2023-52309,,high,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2023-38677,,moderate,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2024-0521,,critical,0,,2024-01-20,2.6.0,,,,,major
paddlepaddle,CVE-2024-0817,,high,0,,2024-03-07,,,,,,
paddlepaddle,CVE-2023-52307,,high,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2023-52310,,critical,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2023-38675,,moderate,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2024-1603,,high,0,,2024-03-23,,,,,,
paddlepaddle,CVE-2023-38678,,moderate,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2024-0917,,critical,0,,2024-03-07,,,,,,
paddlepaddle,CVE-2023-52312,,moderate,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2024-0815,,high,0,,2024-03-07,,,,,,
paddlepaddle,CVE-2023-52311,,critical,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2023-52306,,moderate,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2023-52305,,moderate,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2023-52308,,moderate,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2023-38676,,moderate,0,,2024-01-03,2.6.0,,,,,major
paddlepaddle,CVE-2023-38674,,moderate,0,,2024-01-03,2.6.0,,,,,major
quart,CVE-2024-49767,,moderate,0,,2024-10-25,0.20.0,2024-12-23,,,59.0,minor
aws-sam-cli,CVE-2025-3048,,moderate,0,,2025-03-31,1.134.0,2025-02-18,,,-41.0,major
aws-sam-cli,CVE-2025-3047,,moderate,0,,2025-03-31,1.133.0,2025-02-07,,,-52.0,major
aws-sam-cli,,,moderate,0,,2024-09-11,1.122.0,2024-08-17,,,-25.0,major
ydata-profiling,CVE-2024-37063,,high,3.7.0,,2024-06-04,,,,,,
ydata-profiling,CVE-2024-37064,,high,3.7.0,,2024-06-04,,,,,,
ydata-profiling,CVE-2024-37062,,high,3.7.0,,2024-06-04,,,,,,
rembg,CVE-2025-25302,,high,0,,2025-03-11,,,,,,
rembg,CVE-2025-25301,,moderate,0,,2025-03-11,,,,,,
browser-use,CVE-2025-47241,,critical,0,,2025-05-05,0.1.45,2025-05-03,,,-2.0,minor
apache-airflow-providers-mongo,CVE-2024-25141,,critical,0,,2024-02-20,4.0.0,2024-02-15,,,-5.0,major
opencv-contrib-python-headless,,,high,0,,2024-08-30,4.8.1.78,2023-09-28,,,-337.0,major
red-discordbot,CVE-2024-39905,,moderate,3.5.0,2023-05-04,2024-07-11,3.5.10,2024-07-10,434.0,433.0,-1.0,patch
deepspeed,CVE-2024-43497,,high,0,,2024-10-08,0.15.1,2024-09-05,,,-33.0,minor
restrictedpython,CVE-2024-47532,,high,0,,2024-09-30,,,,,,
restrictedpython,CVE-2025-22153,,high,6.0,2022-11-03,2025-01-23,,,812.0,,,
signxml,CVE-2025-48994,,moderate,0,,2025-06-05,4.0.4,2025-06-01,,,-4.0,major
signxml,CVE-2025-48995,,moderate,0,,2025-06-05,4.0.4,2025-06-01,,,-4.0,major
litestar,,,low,0,,2025-08-11,2.17.0,2025-08-10,,,-1.0,major
litestar,CVE-2024-32982,,high,2.0.0,2023-08-21,2024-05-06,2.8.3,2024-05-06,259.0,259.0,0.0,minor
litestar,CVE-2024-52581,,high,0,,2024-11-20,2.13.0,2024-11-20,,,0.0,major
litestar,CVE-2025-59152,,high,2.17.0,2025-08-10,2025-10-06,2.18.0,2025-10-05,57.0,56.0,-1.0,minor
pymatgen,CVE-2024-23346,,critical,0,,2024-02-21,2024.2.20,2024-02-21,,,0.0,major
mitmproxy,,,moderate,0,,2025-08-25,12.1.2,2025-08-24,,,-1.0,major
mitmproxy,CVE-2025-23217,,high,0,,2025-02-06,11.1.2,2025-02-06,,,0.0,major
anki,CVE-2024-26020,,high,0,,2024-07-22,,,,,,
anki,CVE-2024-32152,,low,0,,2024-07-22,,,,,,
anki,CVE-2024-29073,,moderate,0,,2024-07-22,,,,,,
adyen,,,moderate,2.2.0,2019-12-27,2024-08-30,7.1.0,2022-07-14,1708.0,930.0,-778.0,major
pydrive2,CVE-2023-49297,,low,0,,2023-12-05,1.16.2,2023-11-28,,,-7.0,major
embedchain,CVE-2024-23732,,moderate,0,,2024-01-21,0.1.57,2024-01-08,,,-13.0,minor
embedchain,CVE-2024-23731,,critical,0,,2024-01-21,0.1.57,2024-01-08,,,-13.0,minor
embedchain,CVE-2024-23731,,unknown,0,,2024-01-21,0.1.57,2024-01-08,,,-13.0,minor
embedchain,CVE-2024-23732,,unknown,0,,2024-01-21,0.1.57,2024-01-08,,,-13.0,minor
agno,CVE-2025-64168,,high,2.0.0,2025-09-09,2025-10-31,2.2.2,2025-10-29,52.0,50.0,-2.0,minor
sqlitedict,CVE-2024-35515,,high,0,,2024-09-18,,,,,,
rpyc,CVE-2024-27758,,high,4.0.0,2018-06-11,2024-03-06,6.0.0,2024-02-23,2095.0,2083.0,-12.0,major
rpyc,CVE-2024-27758,,unknown,0,,2024-03-12,6.0.0,2024-02-23,,,-18.0,major
copier,CVE-2025-55201,,high,0,,2025-08-18,9.9.1,2025-08-18,,,0.0,major
copier,CVE-2025-55214,,moderate,7.1.0,2023-04-07,2025-08-18,9.9.1,2025-08-18,864.0,864.0,0.0,major
crawl4ai,CVE-2025-28197,,moderate,0,,2025-04-18,,,,,,
qiskit,CVE-2025-2000,,critical,0,,2025-03-14,1.4.2,2025-03-14,,,0.0,major
qiskit,CVE-2025-1403,,high,0.45.0,2023-11-03,2025-02-21,1.3.0,2024-11-28,476.0,391.0,-85.0,major
js2py,CVE-2024-28397,,high,0,,2024-06-20,,,,,,
ibis-framework,,,critical,0,,2023-11-17,7.1.0,2023-11-16,,,-1.0,major
langgraph-checkpoint-sqlite,CVE-2025-8709,,high,0,,2025-10-26,2.0.11,2025-07-25,,,-93.0,major
langgraph-checkpoint-sqlite,CVE-2025-64104,,high,0,,2025-10-29,2.0.11,2025-07-25,,,-96.0,major
sqlite-vec,CVE-2024-46488,,high,0,,2024-09-25,0.1.3,2024-09-26,,,1.0,minor
meraki,,,high,0,,2023-12-13,1.40.1,2023-12-12,,,-1.0,major
httpie,CVE-2023-48052,,high,0,,2023-11-16,3.2.3,2024-07-10,,,237.0,major
python-openstackclient,CVE-2023-6110,,moderate,0,,2024-11-17,6.3.0,2023-09-15,,,-429.0,major
usd-core,,,critical,0,,2025-09-04,,,,,,
usd-core,,,moderate,0,,2025-10-29,,,,,,
lief,CVE-2024-31636,,low,0,,2024-05-03,0.15.0,2024-07-21,,,79.0,minor
kedro,CVE-2024-9701,,critical,0,,2025-03-20,0.19.9,2024-10-10,,,-161.0,minor
kedro,CVE-2024-12215,,high,0,,2025-03-20,,,,,,
spotipy,CVE-2025-27154,,high,0,,2025-02-28,2.25.1,2025-02-27,,,-1.0,major
homeassistant,CVE-2023-50715,,moderate,0,,2023-12-15,2023.12.3,2023-12-14,,,-1.0,major
homeassistant,CVE-2025-25305,,high,0,,2025-02-18,2024.1.6,2024-01-31,,,-384.0,major
homeassistant,CVE-2025-62172,,high,2025.1.0,2025-01-03,2025-10-14,2025.10.2,2025-10-10,284.0,280.0,-4.0,minor
openexr,CVE-2025-48072,,moderate,3.3.2,2024-11-11,2025-07-31,3.3.3,2025-03-24,262.0,133.0,-129.0,patch
openexr,CVE-2025-48071,,high,3.3.0,2024-09-30,2025-07-31,3.3.3,2025-03-24,304.0,175.0,-129.0,patch
openexr,CVE-2025-48073,,moderate,3.3.2,2024-11-11,2025-07-31,3.3.3,2025-03-24,262.0,133.0,-129.0,patch
openexr,CVE-2025-48074,,moderate,3.3.2,2024-11-11,2025-07-31,3.3.3,2025-03-24,262.0,133.0,-129.0,patch
skops,CVE-2025-54886,,high,0,,2025-08-07,0.13.0,2025-08-06,,,-1.0,minor
skops,CVE-2025-54413,,high,0,,2025-07-25,0.12.0,2025-07-25,,,0.0,minor
skops,CVE-2025-54412,,high,0,,2025-07-25,0.12.0,2025-07-25,,,0.0,minor
skops,CVE-2024-37065,,high,0.6,,2024-06-04,,,,,,
feast,CVE-2024-11602,,high,0,,2025-03-20,,,,,,
clearml,CVE-2025-8917,,moderate,0,,2025-10-05,2.0.2,2025-07-10,,,-87.0,major
clearml,CVE-2024-24590,,high,0.17.0,2020-12-22,2024-02-06,,,1141.0,,,
clearml,CVE-2024-24595,,moderate,0,,2024-02-06,,,,,,
clearml,CVE-2024-24591,,high,0.17.0,2020-12-22,2024-02-06,,,1141.0,,,
